Sans épaisseur de corrosion						
Ph. Rigo		Selon BV 2000		!!!!! IL FAUT TAPER  0.01 et pas 0.01  !!!!!!!!!!!!!!		
	Sur-épaisseur de corrosion				Type de panneau	
Panneaux	Tole	Cadre	Lisse	Reduction Cadre	1= Pont    2= Fond         3= Muraille et Verticale	
	(m)	(m)	(m)			
1	0.00000	0.0000	0.0000		2	Légende
2	0.00000	0.0000	0.0000		2	* 1/2 sur-épaisseur ds cadre
3	0.00000	0.0000	0.0000		2	** pas de sur-épaisseur (Cadre)
4	0.00000	0.0000	0.0000		2	*** 1/2 car symétrie
5	0.00000	0.0000	0.0000		2	
6	0.00000	0.0000	0.0000		2	
7	0.00000	0.0000	0.0000		2	
8	0.00000	0.0000	0.0000		2	
9	0.00000	0.0000	0.0000		2	
10	0.00000	0.0000	0.0000		2	
11	0.00000	0.0000	0.0000		2	
12	0.00000	0.0000	0.0000		2
13	0.00000	0.0000	0.0000		2
14	0.00000	0.0000	0.0000		2
15	0.00000	0.0000	0.0000		2
16	0.00000	0.0000	0.0000		2
17	0.00000	0.0000	0.0000		2
18	0.00000	0.0000	0.0000		2
19	0.00000	0.0000	0.0000		2
20	0.00000	0.0000	0.0000		2
21	0.00000	0.0000	0.0000		2
22	0.00000	0.0000	0.0000		2
23	0.00000	0.0000	0.0000		2
24	0.00000	0.0000	0.0000		2
25	0.00000	0.0000	0.0000		2
26	0.00000	0.0000	0.0000		2
27	0.00000	0.0000	0.0000		2
28	0.00000	0.0000	0.0000		2
29	0.00000	0.0000	0.0000		2
30	0.00000	0.0000	0.0000		2
31	0.00000	0.0000	0.0000		2
32	0.00000	0.0000	0.0000		2
33	0.00000	0.0000	0.0000		2
34	0.00000	0.0000	0.0000		2
35	0.00000	0.0000	0.0000		2
36	0.00000	0.0000	0.0000		2
37	0.00000	0.0000	0.0000		2
38	0.00000	0.0000	0.0000		2
39	0.00000	0.0000	0.0000		2
40	0.00000	0.0000	0.0000		2
41	0.00000	0.0000	0.0000		2
42	0.00000	0.0000	0.0000		2
43	0.00000	0.0000	0.0000		2
44	0.00000	0.0000	0.0000		2
45	0.00000	0.0000	0.0000		2
46	0.00000	0.0000	0.0000		2
47	0.00000	0.0000	0.0000		2
48	0.00000	0.0000	0.0000		2
49	0.00000	0.0000	0.0000		2
50	0.00000	0.0000	0.0000		2
51	0.00000	0.0000	0.0000		2
52	0.00000	0.0000	0.0000		2
53	0.00000	0.0000	0.0000		2
54	0.00000	0.0000	0.0000		2
55	0.00000	0.0000	0.0000		2
56	0.00000	0.0000	0.0000		2
57	0.00000	0.0000	0.0000		2
58	0.00000	0.0000	0.0000		2
59	0.00000	0.0000	0.0000		2
60	0.00000	0.0000	0.0000		2
61	0.00000	0.0000	0.0000		2
62	0.00000	0.0000	0.0000		2
63	0.00000	0.0000	0.0000		2
64	0.00000	0.0000	0.0000		2
65	0.00000	0.0000	0.0000		2
66	0.00000	0.0000	0.0000		2
67	0.00000	0.0000	0.0000		2
68	0.00000	0.0000	0.0000		2
69	0.00000	0.0000	0.0000		2
70	0.00000	0.0000	0.0000		2
71	0.00000	0.0000	0.0000		2
72	0.00000	0.0000	0.0000		2
73	0.00000	0.0000	0.0000		2
74	0.00000	0.0000	0.0000		2
75	0.00000	0.0000	0.0000		2
76	0.00000	0.0000	0.0000		2
77	0.00000	0.0000	0.0000		2
78	0.00000	0.0000	0.0000		2
79	0.00000	0.0000	0.0000		2
80	0.00000	0.0000	0.0000		2
81	0.00000	0.0000	0.0000		2
82	0.00000	0.0000	0.0000		2
83	0.00000	0.0000	0.0000		2
84	0.00000	0.0000	0.0000		2
85	0.00000	0.0000	0.0000		2
86	0.00000	0.0000	0.0000		2
87	0.00000	0.0000	0.0000		2
88	0.00000	0.0000	0.0000		2
89	0.00000	0.0000	0.0000		2
90	0.00000	0.0000	0.0000		2
91	0.00000	0.0000	0.0000		2
92	0.00000	0.0000	0.0000		2
93	0.00000	0.0000	0.0000		2
94	0.00000	0.0000	0.0000		2
95	0.00000	0.0000	0.0000		2
96	0.00000	0.0000	0.0000		2
97	0.00000	0.0000	0.0000		2
98	0.00000	0.0000	0.0000		2
99	0.00000	0.0000	0.0000		2
100	0.00000	0.0000	0.0000		2
